temperature,2023-02-23 09:56:14,20.3
temperature,2023-02-23 10:06:14,20.4
temperature,2023-02-23 10:16:14,20.3
temperature,2023-02-23 10:26:14,20.4
temperature,2023-02-23 11:46:14,20.3
temperature,2023-02-23 11:56:14,20.3
temperature,2023-02-23 12:06:14,20.4
temperature,2023-02-23 12:16:14,20.5
temperature,2023-02-23 12:26:14,20.7
temperature,2023-02-23 13:06:14,20.6
temperature,2023-02-23 13:16:14,20.7
temperature,2023-02-23 13:26:14,10
temperature,2023-02-23 13:36:13,20.9
temperature,2023-02-23 13:46:13,20.8
temperature,2023-02-23 13:56:13,20.9
temperature,2023-02-23 14:06:13,20.9
temperature,2023-02-23 14:16:13,20.8
temperature,2023-02-23 14:26:13,20.8
temperature,2023-02-23 14:36:13,20.7
temperature,2023-02-23 14:46:13,20.7
temperature,2023-02-23 14:56:13,20.7
temperature,2023-02-23 15:06:13,20.6
temperature,2023-02-23 15:16:13,20.5
temperature,2023-02-23 16:24:33,20.5
temperature,2023-02-27 08:36:05,19.2
temperature,2023-02-27 08:46:04,19.5
temperature,2023-02-27 08:56:04,20
temperature,2023-02-27 09:06:04,20.7
temperature,2023-02-27 09:16:04,21.4
temperature,2023-02-27 09:26:04,22.1
temperature,2023-02-27 09:36:04,22.6
temperature,2023-02-27 09:46:04,23
temperature,2023-02-27 09:56:04,23.2
temperature,2023-02-27 10:06:04,23.4
temperature,2023-02-27 10:16:04,23.4
temperature,2023-02-27 10:26:04,23.2
temperature,2023-02-27 10:36:04,23.2
temperature,2023-02-27 10:46:04,23.1
temperature,2023-02-27 10:56:04,23.2
temperature,2023-02-27 11:06:04,23.2
temperature,2023-02-27 11:16:04,23.2
temperature,2023-02-27 11:26:04,23.2
temperature,2023-02-27 11:36:04,23.2
temperature,2023-02-27 11:46:04,23.2
temperature,2023-02-27 11:56:04,23.2
temperature,2023-02-27 12:06:04,23.1
temperature,2023-02-27 12:16:04,23
temperature,2023-02-27 12:56:04,22.5
temperature,2023-02-27 13:06:04,22.3
temperature,2023-02-27 13:16:04,22.4
temperature,2023-02-27 13:26:04,10
temperature,2023-02-27 13:36:04,22.1
temperature,2023-02-27 13:46:04,21.5
temperature,2023-02-27 13:56:04,20.9
temperature,2023-02-27 14:06:04,20.7
temperature,2023-02-27 14:16:04,20.7
temperature,2023-02-27 14:26:04,20.9
temperature,2023-02-27 14:36:04,21
temperature,2023-02-27 14:46:04,21.1
temperature,2023-02-27 14:56:04,21.1
temperature,2023-02-27 15:06:04,21.2
temperature,2023-02-27 15:16:04,21.3
temperature,2023-02-27 17:20:31,20.6
temperature,2023-02-27 21:20:31,19.1
temperature,2023-02-28 00:36:03,18.3
temperature,2023-02-28 05:20:31,17.8
temperature,2023-02-28 08:16:02,17.8
temperature,2023-02-28 08:26:02,18.1
temperature,2023-02-28 08:36:02,18.5
temperature,2023-02-28 08:46:02,18.7
temperature,2023-02-28 08:56:02,19.1
temperature,2023-02-28 09:06:02,19.8
temperature,2023-02-28 09:16:02,20.6
temperature,2023-02-28 09:26:02,21.2
temperature,2023-02-28 09:36:02,21.8
temperature,2023-02-28 09:46:02,22.3
temperature,2023-02-28 09:56:02,22.5
temperature,2023-02-28 10:06:03,22.9
temperature,2023-02-28 10:16:02,22.9
temperature,2023-02-28 10:26:02,23
temperature,2023-02-28 10:36:02,23
temperature,2023-02-28 10:46:02,23.2
temperature,2023-02-28 10:56:02,23.2
temperature,2023-02-28 11:06:02,22.8
temperature,2023-02-28 11:16:02,22.7
temperature,2023-02-28 11:26:02,22.6
temperature,2023-02-28 11:36:02,22.4
temperature,2023-02-28 11:46:02,22.3
temperature,2023-02-28 11:56:02,22.4
temperature,2023-02-28 12:06:02,22.3
temperature,2023-02-28 12:16:02,22.3
temperature,2023-02-28 12:47:03,22
temperature,2023-02-28 12:56:02,21.7
temperature,2023-02-28 13:06:02,21.6
temperature,2023-02-28 13:16:02,21.6
temperature,2023-02-28 13:26:02,10
temperature,2023-02-28 13:36:02,21.6
temperature,2023-02-28 13:46:02,21.5
temperature,2023-02-28 13:56:02,21.5
temperature,2023-02-28 14:06:02,21.5
temperature,2023-02-28 14:16:02,21.2
temperature,2023-02-28 14:26:02,20.4
temperature,2023-02-28 14:36:02,20.1
temperature,2023-02-28 14:46:02,20.2
temperature,2023-02-28 14:56:02,20.4
temperature,2023-02-28 15:06:02,20.6
temperature,2023-02-28 15:16:01,20.6
temperature,2023-02-28 15:26:01,20.7
temperature,2023-03-01 08:26:00,17.6
temperature,2023-03-01 08:36:00,17.8
temperature,2023-03-01 08:46:00,18.2
temperature,2023-03-01 08:56:00,18.6
temperature,2023-03-01 09:06:00,18.9
temperature,2023-03-01 09:16:00,19
temperature,2023-03-01 09:26:00,19.2
temperature,2023-03-01 09:36:00,19.4
temperature,2023-03-01 09:46:00,19.7
temperature,2023-03-01 09:56:00,19.9
temperature,2023-03-01 10:06:00,20.1
temperature,2023-03-01 10:16:00,20.3
temperature,2023-03-01 10:26:00,20.5
temperature,2023-03-01 10:36:00,20.7
temperature,2023-03-01 10:46:00,20.8
temperature,2023-03-01 10:56:00,21
temperature,2023-03-01 11:06:00,21.2
temperature,2023-03-01 11:16:00,21.2
temperature,2023-03-01 11:26:00,21.2
temperature,2023-03-01 11:35:59,21.4
temperature,2023-03-01 11:46:00,21.3
temperature,2023-03-01 12:35:59,21.1
temperature,2023-03-01 12:45:59,21.2
temperature,2023-03-01 12:55:59,21.2
temperature,2023-03-01 13:05:59,21.2
temperature,2023-03-01 13:15:59,20.7
temperature,2023-03-01 13:19:00,20.7
temperature,2023-03-01 13:19:46,20.7
temperature,2023-03-01 13:29:46,10
temperature,2023-03-01 13:39:46,20.8
temperature,2023-03-01 13:49:46,20.9
temperature,2023-03-01 13:59:46,21
temperature,2023-03-01 14:09:46,21.1
temperature,2023-03-01 14:19:45,21
temperature,2023-03-01 14:29:45,21.1
temperature,2023-03-01 14:39:45,21.4
temperature,2023-03-01 14:41:59,21.4
temperature,2023-03-01 14:43:05,21.4
temperature,2023-03-01 14:45:25,21.4
temperature,2023-03-01 14:47:46,21.4
temperature,2023-03-01 14:53:05,21.4
temperature,2023-03-01 14:54:14,21.4
temperature,2023-03-01 15:04:14,21.5
temperature,2023-03-01 15:14:14,21.7
temperature,2023-03-01 15:24:14,21.7
temperature,2023-03-02 08:24:12,17.8
temperature,2023-03-02 08:34:12,17.5
temperature,2023-03-02 08:44:12,17.4
temperature,2023-03-02 08:54:12,17.3
temperature,2023-03-02 09:04:12,17.3
temperature,2023-03-02 09:14:12,17.2
temperature,2023-03-02 09:24:12,17.5
temperature,2023-03-02 09:34:12,18
temperature,2023-03-02 09:44:12,18.3
temperature,2023-03-02 09:54:12,18.7
temperature,2023-03-02 10:04:12,19
temperature,2023-03-02 10:14:12,19.1
temperature,2023-03-02 10:24:12,19.4
temperature,2023-03-02 10:34:12,19.5
temperature,2023-03-02 10:44:12,19.7
temperature,2023-03-02 10:54:12,19.8
temperature,2023-03-02 11:04:12,19.9
temperature,2023-03-02 11:14:12,20.2
temperature,2023-03-02 11:24:12,20.5
temperature,2023-03-02 11:34:12,21.1
temperature,2023-03-02 11:44:12,21.9
temperature,2023-03-02 11:54:12,22.1
temperature,2023-03-02 12:04:12,22.1
temperature,2023-03-02 12:14:12,21.3
temperature,2023-03-02 13:04:11,21
temperature,2023-03-02 13:14:11,20
temperature,2023-03-02 13:24:12,19.7
temperature,2023-03-02 13:34:11,10
temperature,2023-03-02 13:34:54,20
temperature,2023-03-02 13:38:40,20
temperature,2023-03-02 13:48:40,20.3
temperature,2023-03-02 13:58:40,20.4
temperature,2023-03-02 14:08:40,20.5
temperature,2023-03-02 14:18:40,20.6
temperature,2023-03-02 14:28:40,20.6
temperature,2023-03-02 14:38:40,20.7
temperature,2023-03-02 14:48:40,20.6
temperature,2023-03-02 14:58:40,20.5
temperature,2023-03-02 15:08:40,20.6
temperature,2023-03-02 15:18:40,20.6
temperature,2023-03-02 17:20:41,19.8
temperature,2023-03-02 21:20:46,18.3
temperature,2023-03-03 08:18:38,18
temperature,2023-03-03 08:28:38,18.2
temperature,2023-03-03 08:38:38,18.2
temperature,2023-03-03 08:48:38,18
temperature,2023-03-03 08:58:38,18.2
temperature,2023-03-03 09:08:38,18.2
temperature,2023-03-03 09:18:38,18.3
temperature,2023-03-03 09:28:38,18.5
temperature,2023-03-03 09:38:38,18.8
temperature,2023-03-03 09:48:38,18.9
temperature,2023-03-03 09:58:38,19
temperature,2023-03-03 10:08:38,19.2
temperature,2023-03-03 10:18:38,19.3
temperature,2023-03-03 10:28:38,19.6
temperature,2023-03-03 10:38:38,19.7
temperature,2023-03-03 10:48:38,19.7
temperature,2023-03-03 10:58:38,19.9
temperature,2023-03-03 11:08:38,20
temperature,2023-03-03 11:18:38,20
temperature,2023-03-03 11:28:38,20.1
temperature,2023-03-03 11:38:38,20.3
temperature,2023-03-03 11:48:38,20.4
temperature,2023-03-03 11:58:37,20.5
temperature,2023-03-03 12:08:38,20.6
temperature,2023-03-03 12:18:37,20.7
temperature,2023-03-03 12:48:37,20.7
temperature,2023-03-03 12:58:37,20.7
temperature,2023-03-03 13:08:37,20.5
temperature,2023-03-03 13:18:37,20.6
temperature,2023-03-03 13:28:37,20.6
temperature,2023-03-03 13:38:37,10
temperature,2023-03-03 13:48:37,20.6
temperature,2023-03-03 13:58:37,20.6
temperature,2023-03-03 14:08:37,20.5
temperature,2023-03-03 14:18:38,20.6
temperature,2023-03-03 14:28:37,20.6
temperature,2023-03-03 14:38:37,20.7
temperature,2023-03-03 14:48:37,20.6
temperature,2023-03-03 14:58:37,20.6
temperature,2023-03-03 15:08:37,20.5
temperature,2023-03-03 15:18:37,20.5
temperature,2023-03-03 23:28:36,18.7
temperature,2023-03-05 23:24:14,17.9
temperature,2023-03-06 08:28:30,18
temperature,2023-03-06 08:38:31,18.2
temperature,2023-03-06 08:48:31,18.5
temperature,2023-03-06 08:58:31,18.7
temperature,2023-03-06 09:08:31,19.2
temperature,2023-03-06 09:18:31,19.4
temperature,2023-03-06 09:28:31,19.8
temperature,2023-03-06 09:38:31,19.9
temperature,2023-03-06 09:48:31,20.1
temperature,2023-03-06 09:58:31,20.2
temperature,2023-03-06 10:08:31,20.5
temperature,2023-03-06 10:18:31,20.6
temperature,2023-03-06 10:28:31,20.7
temperature,2023-03-06 10:38:31,20.9
temperature,2023-03-06 10:48:31,21.2
temperature,2023-03-06 10:58:31,21.1
temperature,2023-03-06 11:08:31,21
temperature,2023-03-06 11:18:31,21.1
temperature,2023-03-06 11:29:55,21.4
temperature,2023-03-06 11:38:31,21.3
temperature,2023-03-06 11:48:30,21.5
temperature,2023-03-06 11:58:30,21.6
temperature,2023-03-06 12:08:30,21.9
temperature,2023-03-06 12:58:30,22.1
temperature,2023-03-06 13:08:30,22.3
temperature,2023-03-06 13:18:30,22.6
temperature,2023-03-06 13:28:30,22.6
temperature,2023-03-06 13:38:30,10
temperature,2023-03-06 13:48:30,22.8
temperature,2023-03-06 13:58:30,22.9
temperature,2023-03-06 14:08:30,22.9
temperature,2023-03-06 14:18:30,22.9
temperature,2023-03-06 14:28:30,22.9
temperature,2023-03-06 14:38:30,22.9
temperature,2023-03-06 14:48:30,22.9
temperature,2023-03-06 14:58:30,23
temperature,2023-03-06 15:08:30,23
temperature,2023-03-06 15:18:30,23.1
temperature,2023-03-06 15:28:30,23.1
temperature,2023-03-07 03:38:29,20.1
temperature,2023-03-07 03:48:29,20.2
temperature,2023-03-07 03:58:29,20.1
temperature,2023-03-07 04:08:29,20.1
temperature,2023-03-07 04:18:29,20.1
temperature,2023-03-07 04:28:29,20.1
temperature,2023-03-07 04:38:29,20.1
temperature,2023-03-07 04:48:29,20.2
temperature,2023-03-07 04:58:29,20.1
temperature,2023-03-07 05:08:29,20.1
temperature,2023-03-07 05:18:29,20.2
temperature,2023-03-07 05:28:29,20.1
temperature,2023-03-07 05:38:29,20.1
temperature,2023-03-07 05:48:29,20.1
temperature,2023-03-07 05:58:29,20.1
temperature,2023-03-07 06:08:29,20.1
temperature,2023-03-07 06:18:29,20
temperature,2023-03-07 06:28:29,20.1
temperature,2023-03-07 08:28:28,19.9
temperature,2023-03-07 08:38:28,20.1
temperature,2023-03-07 08:48:28,20.2
temperature,2023-03-07 08:58:28,20.5
temperature,2023-03-07 09:08:28,20.7
temperature,2023-03-07 09:18:28,20.8
temperature,2023-03-07 09:28:28,20.9
temperature,2023-03-07 09:38:28,21.2
temperature,2023-03-07 09:48:28,21.3
temperature,2023-03-07 09:58:28,21.5
temperature,2023-03-07 10:08:28,21.6
temperature,2023-03-07 10:18:28,21.6
temperature,2023-03-07 10:28:28,21.8
temperature,2023-03-07 10:38:28,21.9
temperature,2023-03-07 10:48:28,22.1
temperature,2023-03-07 10:58:28,22.1
temperature,2023-03-07 11:08:28,22.3
temperature,2023-03-07 11:18:28,22.3
temperature,2023-03-07 11:28:28,21.8
temperature,2023-03-07 11:38:28,22
temperature,2023-03-07 11:48:28,22.2
temperature,2023-03-07 11:58:28,22.1
temperature,2023-03-07 12:08:28,22.1
temperature,2023-03-07 12:18:28,22.2
temperature,2023-03-07 12:28:28,22.2
temperature,2023-03-07 12:38:28,22.3
temperature,2023-03-07 12:48:28,22.3
temperature,2023-03-07 12:58:28,22.3
temperature,2023-03-07 13:08:28,22.3
temperature,2023-03-07 13:18:28,22.2
temperature,2023-03-07 13:28:28,22.3
temperature,2023-03-07 13:38:28,10
temperature,2023-03-07 13:48:28,22.3
temperature,2023-03-07 13:58:28,22.2
temperature,2023-03-07 14:08:28,22.2
temperature,2023-03-07 14:18:28,22.1
temperature,2023-03-07 14:28:28,22.1
temperature,2023-03-07 14:38:28,22
temperature,2023-03-10 11:55:01,22.5
